0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
0.001599 0.001580 0.001625 0.001629 0.001628 0.001631 0.001606 0.001594 0.001601 0.001588 0.001564 0.001569 0.001577 0.001555 0.001551 0.001574 0.001569 0.001559 0.001586 0.001606 0.001601 0.001629 0.001669 0.001681 0.001718 0.001778 0.001808 0.001862 0.001955 0.002008 0.002072 0.002210 0.002313 0.002385 0.002547 0.002727 0.002843 0.002998 0.003220 0.003420 0.003597 0.003803 0.004037 0.004265 0.004470 0.004672 0.004880 0.005072 0.005252 0.005406 0.005513 0.005628 0.005737 0.005770 0.005784 0.005809 0.005785 0.005719 0.005648 0.005562 0.005441 0.005289 0.005135 0.004974 0.004776 0.004557 0.004351 0.004140 0.003893 0.003644 0.003422 0.003195 0.002940 0.002700 0.002496 0.002283 0.002050 0.001843 0.001667 0.001476 0.001275 0.001106 0.000961 0.000804 0.000658 0.000550 0.000464 0.000382 0.000328 0.000314 0.000319 0.000338 0.000386 0.000461 0.000542 0.000632 0.000740 0.000854 0.000961 0.001068 0.001180 0.001282 0.001374 0.001464 0.001549 0.001621 0.001684 0.001744 0.001793 0.001826 0.001851 0.001865 0.001865 0.001850 0.001827 0.001797 0.001755 0.001711 0.001667 0.001622 0.001578 0.001539 0.001505 0.001472 0.001442 0.001414 0.001386 0.001354 0.001321 0.001284 0.001240 0.001191 0.001137 0.001078 0.001014 0.000945 0.000874 0.000801 0.000728 0.000657 0.000591 0.000530 0.000478 0.000437 0.000408 0.000393 0.000392 0.000408 0.000438 0.000482 0.000540 0.000609 0.000686 0.000770 0.000857 0.000944 0.001030 0.001112 0.001189 0.001258 0.001318 0.001370 0.001411 0.001442 0.001463 0.001473 0.001473 0.001462 0.001441 0.001411 0.001370 0.001320 0.001261 0.001194 0.001118 0.001035 0.000947 0.000854 0.000758 0.000662 0.000566 0.000473 0.000386 0.000307 0.000238 0.000180 0.000136 0.000107 0.000094 0.000097 0.000115 0.000146 0.000189 0.000243 0.000306 0.000377 0.000452 0.000531 0.000609 0.000687 0.000762 0.000832 0.000896 0.000953 0.001002 0.001042 0.001071 0.001092 0.001102 0.001102 0.001092 0.001073 0.001046 0.001010 0.000966 0.000917 0.000862 0.000804 0.000743 0.000681 0.000618 0.000558 0.000499 0.000444 0.000393 0.000348 0.000309 0.000278 0.000254 0.000237 0.000228 0.000227 0.000234 0.000247 0.000268 0.000293 0.000325 0.000360 0.000400 0.000440 0.000484 0.000529 0.000574 0.000618 0.000664 0.000717 0.000778 0.000883 0.001043 0.001127 
0.003132 0.003151 0.003175 0.003195 0.003170 0.003172 0.003171 0.003148 0.003131 0.003125 0.003117 0.003101 0.003093 0.003096 0.003093 0.003090 0.003102 0.003116 0.003126 0.003149 0.003182 0.003212 0.003253 0.003311 0.003365 0.003429 0.003524 0.003619 0.003705 0.003839 0.004002 0.004129 0.004290 0.004523 0.004736 0.004933 0.005205 0.005507 0.005790 0.006091 0.006423 0.006777 0.007140 0.007483 0.007823 0.008185 0.008545 0.008867 0.009141 0.009420 0.009700 0.009898 0.010051 0.010209 0.010312 0.010348 0.010363 0.010354 0.010281 0.010158 0.010024 0.009854 0.009617 0.009356 0.009089 0.008773 0.008407 0.008040 0.007669 0.007256 0.006817 0.006399 0.005988 0.005551 0.005114 0.004715 0.004330 0.003936 0.003558 0.003221 0.002901 0.002586 0.002301 0.002058 0.001842 0.001651 0.001504 0.001405 0.001344 0.001320 0.001343 0.001408 0.001501 0.001619 0.001765 0.001927 0.002094 0.002266 0.002440 0.002607 0.002763 0.002909 0.003044 0.003162 0.003266 0.003356 0.003432 0.003491 0.003534 0.003560 0.003567 0.003553 0.003522 0.003472 0.003406 0.003328 0.003242 0.003153 0.003064 0.002980 0.002904 0.002835 0.002775 0.002724 0.002677 0.002633 0.002588 0.002539 0.002484 0.002420 0.002348 0.002266 0.002175 0.002076 0.001970 0.001859 0.001746 0.001633 0.001523 0.001419 0.001325 0.001243 0.001177 0.001130 0.001105 0.001102 0.001124 0.001168 0.001236 0.001324 0.001430 0.001549 0.001678 0.001814 0.001951 0.002086 0.002215 0.002336 0.002444 0.002539 0.002619 0.002682 0.002728 0.002757 0.002768 0.002762 0.002738 0.002698 0.002641 0.002568 0.002480 0.002379 0.002263 0.002136 0.001998 0.001852 0.001700 0.001543 0.001386 0.001231 0.001082 0.000941 0.000813 0.000700 0.000607 0.000534 0.000486 0.000463 0.000467 0.000496 0.000549 0.000622 0.000712 0.000817 0.000933 0.001056 0.001184 0.001312 0.001439 0.001560 0.001673 0.001777 0.001868 0.001946 0.002009 0.002055 0.002086 0.002100 0.002097 0.002079 0.002044 0.001996 0.001934 0.001861 0.001777 0.001686 0.001589 0.001489 0.001386 0.001284 0.001184 0.001089 0.001000 0.000919 0.000847 0.000786 0.000736 0.000698 0.000673 0.000661 0.000662 0.000674 0.000699 0.000733 0.000778 0.000829 0.000889 0.000951 0.001020 0.001088 0.001159 0.001227 0.001297 0.001358 0.001423 0.001489 0.001551 0.001642 0.001759 0.001780 
0.004598 0.004576 0.004600 0.004616 0.004628 0.004633 0.004627 0.004619 0.004601 0.004594 0.004593 0.004571 0.004562 0.004576 0.004567 0.004557 0.004586 0.004601 0.004598 0.004640 0.004688 0.004700 0.004758 0.004849 0.004888 0.004960 0.005108 0.005196 0.005283 0.005490 0.005662 0.005774 0.006021 0.006306 0.006490 0.006755 0.007124 0.007433 0.007745 0.008137 0.008534 0.008938 0.009364 0.009763 0.010184 0.010655 0.011067 0.011427 0.011820 0.012193 0.012524 0.012816 0.013045 0.013271 0.013475 0.013579 0.013651 0.013724 0.013716 0.013643 0.013555 0.013425 0.013228 0.012981 0.012703 0.012387 0.012011 0.011585 0.011140 0.010669 0.010147 0.009596 0.009052 0.008503 0.007929 0.007360 0.006825 0.006307 0.005792 0.005311 0.004879 0.004474 0.004096 0.003773 0.003504 0.003273 0.003091 0.002977 0.002917 0.002900 0.002938 0.003028 0.003151 0.003300 0.003479 0.003676 0.003875 0.004074 0.004273 0.004459 0.004625 0.004774 0.004906 0.005012 0.005094 0.005157 0.005202 0.005221 0.005220 0.005202 0.005163 0.005100 0.005019 0.004921 0.004805 0.004676 0.004542 0.004409 0.004277 0.004156 0.004050 0.003957 0.003878 0.003815 0.003761 0.003711 0.003661 0.003608 0.003546 0.003472 0.003387 0.003291 0.003181 0.003062 0.002937 0.002808 0.002676 0.002548 0.002425 0.002313 0.002213 0.002132 0.002071 0.002034 0.002024 0.002042 0.002089 0.002161 0.002260 0.002380 0.002517 0.002667 0.002825 0.002985 0.003143 0.003295 0.003437 0.003564 0.003675 0.003768 0.003841 0.003892 0.003921 0.003929 0.003915 0.003879 0.003823 0.003747 0.003652 0.003539 0.003409 0.003264 0.003106 0.002935 0.002756 0.002570 0.002380 0.002188 0.002001 0.001819 0.001648 0.001490 0.001351 0.001233 0.001140 0.001076 0.001043 0.001043 0.001074 0.001136 0.001223 0.001334 0.001463 0.001605 0.001757 0.001914 0.002071 0.002226 0.002373 0.002512 0.002637 0.002748 0.002841 0.002916 0.002971 0.003006 0.003021 0.003015 0.002989 0.002945 0.002883 0.002805 0.002712 0.002609 0.002495 0.002375 0.002250 0.002125 0.001999 0.001878 0.001761 0.001652 0.001553 0.001466 0.001391 0.001332 0.001286 0.001256 0.001242 0.001244 0.001261 0.001290 0.001334 0.001387 0.001451 0.001522 0.001601 0.001679 0.001763 0.001846 0.001929 0.002003 0.002080 0.002149 0.002203 0.002253 0.002307 0.002322 0.002283 0.002232 
0.005997 0.006009 0.006021 0.006015 0.006022 0.006021 0.006004 0.006001 0.006002 0.005992 0.005973 0.005971 0.005976 0.005965 0.005958 0.005976 0.005988 0.005988 0.006014 0.006055 0.006078 0.006115 0.006185 0.006244 0.006306 0.006412 0.006514 0.006610 0.006771 0.006933 0.007063 0.007283 0.007545 0.007729 0.007983 0.008347 0.008648 0.008942 0.009344 0.009768 0.010166 0.010583 0.011028 0.011501 0.011977 0.012425 0.012851 0.013288 0.013751 0.014155 0.014478 0.014827 0.015168 0.015417 0.015630 0.015842 0.015996 0.016084 0.016147 0.016186 0.016157 0.016065 0.015955 0.015806 0.015573 0.015285 0.014980 0.014619 0.014172 0.013682 0.013181 0.012629 0.012010 0.011377 0.010759 0.010119 0.009455 0.008822 0.008235 0.007660 0.007105 0.006614 0.006185 0.005790 0.005446 0.005183 0.004983 0.004832 0.004749 0.004740 0.004781 0.004864 0.004998 0.005171 0.005363 0.005567 0.005787 0.006007 0.006212 0.006402 0.006575 0.006722 0.006836 0.006922 0.006980 0.007004 0.006998 0.006968 0.006914 0.006834 0.006734 0.006617 0.006480 0.006325 0.006157 0.005980 0.005795 0.005610 0.005435 0.005272 0.005126 0.005002 0.004901 0.004820 0.004755 0.004702 0.004654 0.004602 0.004544 0.004476 0.004392 0.004292 0.004181 0.004056 0.003923 0.003786 0.003648 0.003513 0.003384 0.003268 0.003167 0.003086 0.003028 0.003000 0.003000 0.003032 0.003096 0.003191 0.003312 0.003455 0.003617 0.003789 0.003966 0.004142 0.004313 0.004471 0.004615 0.004739 0.004844 0.004924 0.004981 0.005013 0.005021 0.005004 0.004963 0.004899 0.004812 0.004705 0.004578 0.004433 0.004272 0.004097 0.003909 0.003712 0.003507 0.003298 0.003088 0.002879 0.002676 0.002481 0.002300 0.002134 0.001991 0.001872 0.001783 0.001727 0.001707 0.001724 0.001776 0.001862 0.001976 0.002115 0.002271 0.002441 0.002618 0.002798 0.002975 0.003146 0.003307 0.003453 0.003581 0.003691 0.003779 0.003845 0.003888 0.003907 0.003904 0.003878 0.003830 0.003762 0.003677 0.003575 0.003461 0.003335 0.003201 0.003062 0.002920 0.002779 0.002641 0.002510 0.002385 0.002271 0.002169 0.002082 0.002009 0.001953 0.001915 0.001894 0.001890 0.001904 0.001934 0.001978 0.002035 0.002103 0.002181 0.002263 0.002353 0.002443 0.002534 0.002622 0.002710 0.002788 0.002861 0.002926 0.002976 0.003011 0.003028 0.002993 0.002921 0.002869 
0.007330 0.007340 0.007340 0.007309 0.007304 0.007317 0.007316 0.007306 0.007307 0.007300 0.007288 0.007294 0.007292 0.007276 0.007286 0.007306 0.007296 0.007308 0.007354 0.007367 0.007381 0.007454 0.007508 0.007535 0.007633 0.007742 0.007798 0.007925 0.008104 0.008206 0.008367 0.008633 0.008812 0.009003 0.009356 0.009656 0.009898 0.010292 0.010718 0.011077 0.011489 0.011952 0.012417 0.012908 0.013377 0.013815 0.014315 0.014819 0.015231 0.015627 0.016029 0.016393 0.016733 0.017024 0.017263 0.017495 0.017691 0.017826 0.017934 0.018014 0.018050 0.018041 0.017985 0.017892 0.017761 0.017566 0.017307 0.017012 0.016672 0.016251 0.015765 0.015248 0.014690 0.014066 0.013401 0.012734 0.012059 0.011366 0.010687 0.010047 0.009440 0.008867 0.008352 0.007902 0.007509 0.007182 0.006932 0.006753 0.006641 0.006599 0.006623 0.006699 0.006824 0.006991 0.007188 0.007401 0.007626 0.007855 0.008073 0.008274 0.008455 0.008609 0.008726 0.008808 0.008855 0.008860 0.008825 0.008756 0.008655 0.008522 0.008365 0.008189 0.007994 0.007783 0.007559 0.007327 0.007088 0.006848 0.006616 0.006399 0.006200 0.006028 0.005887 0.005775 0.005687 0.005622 0.005570 0.005523 0.005472 0.005413 0.005339 0.005248 0.005140 0.005018 0.004884 0.004741 0.004597 0.004453 0.004315 0.004190 0.004080 0.003992 0.003929 0.003898 0.003901 0.003940 0.004017 0.004129 0.004273 0.004442 0.004630 0.004830 0.005033 0.005231 0.005420 0.005591 0.005740 0.005864 0.005963 0.006032 0.006073 0.006086 0.006072 0.006031 0.005966 0.005877 0.005765 0.005633 0.005482 0.005314 0.005131 0.004934 0.004728 0.004514 0.004294 0.004071 0.003848 0.003626 0.003412 0.003206 0.003013 0.002838 0.002685 0.002559 0.002465 0.002407 0.002390 0.002413 0.002477 0.002577 0.002710 0.002869 0.003048 0.003240 0.003440 0.003641 0.003839 0.004027 0.004202 0.004359 0.004494 0.004606 0.004692 0.004753 0.004785 0.004793 0.004775 0.004732 0.004667 0.004581 0.004478 0.004358 0.004226 0.004083 0.003934 0.003781 0.003626 0.003473 0.003325 0.003184 0.003052 0.002932 0.002826 0.002736 0.002663 0.002609 0.002574 0.002558 0.002561 0.002582 0.002621 0.002676 0.002744 0.002822 0.002912 0.003005 0.003103 0.003202 0.003303 0.003394 0.003485 0.003568 0.003641 0.003695 0.003746 0.003777 0.003774 0.003736 0.003689 0.003671 
0.008596 0.008558 0.008531 0.008556 0.008565 0.008547 0.008545 0.008550 0.008540 0.008532 0.008539 0.008533 0.008518 0.008528 0.008539 0.008530 0.008535 0.008568 0.008581 0.008589 0.008636 0.008685 0.008711 0.008775 0.008863 0.008923 0.009016 0.009155 0.009257 0.009387 0.009607 0.009769 0.009929 0.010243 0.010522 0.010719 0.011083 0.011509 0.011824 0.012207 0.012688 0.013160 0.013631 0.014095 0.014574 0.015098 0.015614 0.016070 0.016475 0.016913 0.017373 0.017734 0.018024 0.018343 0.018636 0.018843 0.019027 0.019220 0.019363 0.019439 0.019504 0.019566 0.019565 0.019500 0.019424 0.019326 0.019150 0.018900 0.018628 0.018316 0.017918 0.017442 0.016936 0.016390 0.015771 0.015101 0.014426 0.013742 0.013034 0.012338 0.011686 0.011066 0.010479 0.009960 0.009515 0.009128 0.008810 0.008582 0.008431 0.008341 0.008323 0.008378 0.008483 0.008626 0.008811 0.009027 0.009251 0.009477 0.009707 0.009925 0.010118 0.010288 0.010432 0.010539 0.010601 0.010625 0.010605 0.010534 0.010417 0.010263 0.010073 0.009849 0.009603 0.009342 0.009062 0.008770 0.008472 0.008172 0.007872 0.007585 0.007320 0.007081 0.006875 0.006709 0.006581 0.006483 0.006412 0.006360 0.006313 0.006261 0.006199 0.006120 0.006021 0.005902 0.005768 0.005621 0.005466 0.005309 0.005156 0.005011 0.004882 0.004775 0.004697 0.004652 0.004648 0.004688 0.004773 0.004902 0.005070 0.005272 0.005497 0.005736 0.005980 0.006218 0.006440 0.006640 0.006810 0.006947 0.007048 0.007113 0.007145 0.007142 0.007109 0.007047 0.006960 0.006849 0.006717 0.006564 0.006394 0.006209 0.006010 0.005800 0.005581 0.005354 0.005123 0.004889 0.004654 0.004421 0.004193 0.003973 0.003764 0.003571 0.003401 0.003258 0.003150 0.003080 0.003054 0.003074 0.003139 0.003245 0.003389 0.003562 0.003759 0.003972 0.004194 0.004419 0.004640 0.004851 0.005047 0.005224 0.005375 0.005498 0.005592 0.005655 0.005687 0.005689 0.005662 0.005609 0.005531 0.005432 0.005314 0.005180 0.005032 0.004875 0.004712 0.004544 0.004375 0.004209 0.004049 0.003895 0.003752 0.003622 0.003507 0.003409 0.003330 0.003271 0.003233 0.003217 0.003222 0.003246 0.003291 0.003353 0.003430 0.003518 0.003618 0.003723 0.003835 0.003943 0.004055 0.004157 0.004256 0.004342 0.004422 0.004480 0.004529 0.004553 0.004553 0.004530 0.004490 0.004464 
0.009796 0.009771 0.009761 0.009755 0.009735 0.009720 0.009723 0.009721 0.009706 0.009703 0.009706 0.009693 0.009689 0.009703 0.009694 0.009687 0.009715 0.009729 0.009717 0.009754 0.009805 0.009808 0.009844 0.009937 0.009979 0.010020 0.010154 0.010255 0.010322 0.010500 0.010679 0.010783 0.011028 0.011312 0.011470 0.011769 0.012197 0.012473 0.012799 0.013304 0.013755 0.014179 0.014665 0.015167 0.015713 0.016268 0.016723 0.017171 0.017702 0.018173 0.018544 0.018904 0.019245 0.019539 0.019809 0.020044 0.020240 0.020406 0.020548 0.020673 0.020757 0.020798 0.020839 0.020858 0.020802 0.020705 0.020610 0.020465 0.020229 0.019942 0.019639 0.019273 0.018812 0.018297 0.017758 0.017162 0.016500 0.015816 0.015132 0.014434 0.013733 0.013070 0.012452 0.011872 0.011351 0.010908 0.010537 0.010236 0.010020 0.009886 0.009821 0.009822 0.009891 0.010012 0.010171 0.010361 0.010574 0.010795 0.011015 0.011232 0.011439 0.011630 0.011802 0.011950 0.012068 0.012147 0.012181 0.012166 0.012095 0.011967 0.011788 0.011560 0.011293 0.010994 0.010671 0.010327 0.009969 0.009602 0.009232 0.008867 0.008517 0.008193 0.007905 0.007660 0.007462 0.007310 0.007198 0.007120 0.007062 0.007011 0.006954 0.006884 0.006794 0.006680 0.006546 0.006392 0.006225 0.006049 0.005873 0.005702 0.005545 0.005409 0.005303 0.005236 0.005216 0.005249 0.005338 0.005483 0.005678 0.005916 0.006187 0.006479 0.006778 0.007072 0.007349 0.007597 0.007809 0.007978 0.008102 0.008177 0.008208 0.008198 0.008151 0.008071 0.007965 0.007833 0.007682 0.007512 0.007327 0.007127 0.006916 0.006695 0.006465 0.006229 0.005988 0.005744 0.005498 0.005251 0.005007 0.004769 0.004540 0.004325 0.004131 0.003966 0.003835 0.003745 0.003704 0.003712 0.003772 0.003878 0.004026 0.004209 0.004419 0.004648 0.004889 0.005135 0.005380 0.005617 0.005840 0.006043 0.006220 0.006367 0.006480 0.006558 0.006600 0.006606 0.006579 0.006522 0.006436 0.006327 0.006197 0.006050 0.005889 0.005716 0.005537 0.005353 0.005169 0.004986 0.004808 0.004638 0.004478 0.004332 0.004202 0.004090 0.003998 0.003929 0.003883 0.003860 0.003861 0.003885 0.003932 0.003997 0.004082 0.004180 0.004291 0.004409 0.004536 0.004660 0.004786 0.004905 0.005021 0.005117 0.005208 0.005280 0.005334 0.005363 0.005376 0.005360 0.005306 0.005276 
0.010929 0.010924 0.010910 0.010866 0.010847 0.010855 0.010839 0.010814 0.010814 0.010816 0.010797 0.010790 0.010799 0.010790 0.010778 0.010795 0.010804 0.010793 0.010811 0.010847 0.010852 0.010870 0.010931 0.010971 0.010999 0.011086 0.011174 0.011227 0.011352 0.011502 0.011592 0.011771 0.012024 0.012159 0.012390 0.012790 0.013033 0.013294 0.013799 0.014243 0.014608 0.015112 0.015660 0.016217 0.016759 0.017242 0.017756 0.018312 0.018848 0.019268 0.019621 0.020009 0.020395 0.020674 0.020896 0.021140 0.021353 0.021496 0.021620 0.021758 0.021871 0.021924 0.021954 0.021995 0.022008 0.021949 0.021846 0.021736 0.021588 0.021358 0.021067 0.020744 0.020371 0.019920 0.019405 0.018853 0.018254 0.017601 0.016921 0.016230 0.015529 0.014836 0.014176 0.013555 0.012977 0.012466 0.012033 0.011669 0.011383 0.011184 0.011065 0.011013 0.011029 0.011109 0.011231 0.011381 0.011557 0.011747 0.011937 0.012128 0.012325 0.012524 0.012718 0.012910 0.013095 0.013258 0.013387 0.013476 0.013511 0.013479 0.013378 0.013210 0.012978 0.012686 0.012349 0.011975 0.011571 0.011143 0.010704 0.010260 0.009819 0.009399 0.009012 0.008667 0.008373 0.008140 0.007962 0.007832 0.007739 0.007672 0.007610 0.007542 0.007456 0.007348 0.007212 0.007051 0.006872 0.006677 0.006473 0.006271 0.006079 0.005907 0.005766 0.005668 0.005625 0.005644 0.005733 0.005891 0.006112 0.006388 0.006708 0.007057 0.007418 0.007778 0.008122 0.008437 0.008710 0.008933 0.009100 0.009207 0.009257 0.009253 0.009202 0.009110 0.008987 0.008837 0.008667 0.008479 0.008279 0.008067 0.007845 0.007614 0.007376 0.007131 0.006882 0.006628 0.006371 0.006111 0.005851 0.005594 0.005345 0.005107 0.004888 0.004697 0.004541 0.004429 0.004369 0.004363 0.004412 0.004514 0.004662 0.004847 0.005064 0.005302 0.005555 0.005815 0.006078 0.006336 0.006583 0.006814 0.007022 0.007200 0.007343 0.007449 0.007513 0.007537 0.007521 0.007468 0.007383 0.007268 0.007130 0.006970 0.006796 0.006608 0.006412 0.006210 0.006006 0.005802 0.005603 0.005411 0.005230 0.005063 0.004912 0.004781 0.004671 0.004586 0.004526 0.004492 0.004485 0.004503 0.004548 0.004614 0.004702 0.004807 0.004928 0.005059 0.005200 0.005342 0.005488 0.005626 0.005763 0.005882 0.005993 0.006080 0.006153 0.006201 0.006234 0.006239 0.006211 0.006206 
0.011995 0.011974 0.011944 0.011922 0.011912 0.011894 0.011872 0.011865 0.011862 0.011844 0.011828 0.011834 0.011826 0.011806 0.011814 0.011825 0.011803 0.011806 0.011842 0.011837 0.011829 0.011884 0.011920 0.011910 0.011970 0.012062 0.012080 0.012144 0.012293 0.012367 0.012459 0.012677 0.012824 0.012959 0.013300 0.013554 0.013730 0.014201 0.014652 0.014933 0.015423 0.016021 0.016530 0.017074 0.017614 0.018174 0.018849 0.019433 0.019837 0.020264 0.020750 0.021138 0.021431 0.021720 0.021970 0.022156 0.022321 0.022499 0.022647 0.022732 0.022824 0.022952 0.023022 0.023014 0.023026 0.023056 0.023007 0.022876 0.022737 0.022582 0.022344 0.022025 0.021672 0.021279 0.020808 0.020271 0.019702 0.019089 0.018421 0.017728 0.017035 0.016332 0.015630 0.014969 0.014355 0.013784 0.013276 0.012853 0.012508 0.012234 0.012046 0.011942 0.011901 0.011916 0.011981 0.012078 0.012186 0.012303 0.012431 0.012568 0.012719 0.012895 0.013100 0.013327 0.013572 0.013828 0.014078 0.014303 0.014487 0.014615 0.014667 0.014633 0.014510 0.014300 0.014010 0.013649 0.013233 0.012772 0.012277 0.011761 0.011236 0.010718 0.010221 0.009764 0.009359 0.009018 0.008744 0.008538 0.008386 0.008277 0.008193 0.008115 0.008027 0.007919 0.007784 0.007618 0.007426 0.007213 0.006986 0.006752 0.006525 0.006315 0.006137 0.006004 0.005933 0.005936 0.006021 0.006188 0.006434 0.006748 0.007114 0.007517 0.007939 0.008364 0.008775 0.009158 0.009500 0.009789 0.010016 0.010175 0.010265 0.010287 0.010248 0.010157 0.010023 0.009859 0.009670 0.009466 0.009248 0.009022 0.008789 0.008549 0.008303 0.008051 0.007795 0.007533 0.007267 0.006997 0.006724 0.006452 0.006184 0.005926 0.005686 0.005472 0.005294 0.005162 0.005083 0.005062 0.005101 0.005195 0.005339 0.005523 0.005739 0.005979 0.006234 0.006499 0.006768 0.007036 0.007297 0.007548 0.007781 0.007990 0.008168 0.008309 0.008407 0.008462 0.008469 0.008434 0.008357 0.008245 0.008103 0.007936 0.007749 0.007546 0.007333 0.007111 0.006885 0.006658 0.006435 0.006219 0.006014 0.005821 0.005646 0.005491 0.005360 0.005254 0.005176 0.005127 0.005107 0.005116 0.005154 0.005218 0.005304 0.005412 0.005539 0.005680 0.005832 0.005990 0.006156 0.006315 0.006474 0.006620 0.006758 0.006869 0.006972 0.007045 0.007101 0.007137 0.007163 0.007188 
